,ticker,comGroupCode,organName,organShortName,organTypeCode,comTypeCode,icbName,icbNamePath,sector,industry,group,subgroup,icbCode,VN30,VNMID,VN100,VNSML,VNALL,HNX30,VNX50,VNXALL,VNDIAMOND,VNFINLEAD,VNFINSELECT,VNSI,VNCOND,VNCONS,VNENE,VNFIN,VNHEAL,VNIND,VNIT,VNMAT,VNREAL,VNUTI
0,SSI,HOSE,Công ty Cổ phần Chứng khoán SSI,Chứng khoán SSI,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
1,BCM,HOSE,Tổng Công ty Đầu tư và Phát triển Công nghiệp - CTCP,Becamex IDC,DN,CT,Bất động sản,Tài chính/Bất động sản/Bất động sản/Bất động sản,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2,VHM,HOSE,Công ty Cổ phần Vinhomes,Vinhomes,DN,CT,Bất động sản,Tài chính/Bất động sản/Bất động sản/Bất động sản,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3,VIC,HOSE,Tập đoàn Vingroup - Công ty CP,VinGroup,DN,CT,Bất động sản,Tài chính/Bất động sản/Bất động sản/Bất động sản,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,True,False,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
4,VRE,HOSE,Công ty Cổ phần Vincom Retail,Vincom Retail,DN,CT,Bất động sản,Tài chính/Bất động sản/Bất động sản/Bất động sản,Tài chính,Bất động sản,Bất động sản,Bất động sản,8633,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
5,BVH,HOSE,Tập đoàn Bảo Việt,Tập đoàn Bảo Việt,DN,BH,Bảo hiểm nhân thọ,Tài chính/Bảo hiểm/Bảo hiểm nhân thọ/Bảo hiểm nhân thọ,Tài chính,Bảo hiểm,Bảo hiểm nhân thọ,Bảo hiểm nhân thọ,8575,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,False
6,POW,HOSE,Tổng Công ty Điện lực Dầu khí Việt Nam - CTCP,Điện lực Dầu khí Việt Nam,DN,CT,Sản xuất & Phân phối Điện,"Tiện ích Cộng đồng/Điện, nước & xăng dầu khí đốt/Sản xuất & Phân phối Điện/Sản xuất & Phân phối Điện",Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,7535,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
7,GAS,HOSE,Tổng Công ty Khí Việt Nam - Công ty Cổ phần,PV Gas,DN,CT,Phân phối xăng dầu & khí đốt,"Tiện ích Cộng đồng/Điện, nước & xăng dầu khí đốt/Nước & Khí đốt/Phân phối xăng dầu & khí đốt",Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,7573,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
8,ACB,HOSE,Ngân hàng Thương mại Cổ phần Á Châu,ACB,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
9,BID,HOSE,Ngân hàng Thương mại Cổ phần Đầu tư và Phát triển Việt Nam,BIDV,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False
10,CTG,HOSE,Ngân hàng Thương mại Cổ phần Công thương Việt Nam,VietinBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
11,HDB,HOSE,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,HDBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
12,MBB,HOSE,Ngân hàng Thương mại Cổ phần Quân đội,MBBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
13,SSB,HOSE,Ngân hàng Thương mại Cổ phần Đông Nam Á,SeABank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
14,SHB,HOSE,Ngân hàng Thương mại Cổ phần Sài Gòn – Hà Nội,SHB,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
15,STB,HOSE,Ngân hàng Thương mại Cổ phần Sài Gòn Thương Tín,Sacombank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False
16,TCB,HOSE,Ngân hàng Thương mại Cổ phần Kỹ thương Việt Nam,Techcombank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
17,TPB,HOSE,Ngân hàng Thương mại Cổ phần Tiên Phong,TPBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
18,VCB,HOSE,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Vietcombank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False
19,VIB,HOSE,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,VIBBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,False,False,False,False,False
20,VPB,HOSE,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank,DN,NH,Ngân hàng,Ngân hàng/Ngân hàng/Ngân hàng/Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,Ngân hàng,8355,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False
21,HPG,HOSE,Công ty Cổ phần Tập đoàn Hòa Phát,Hòa Phát,DN,CT,Thép và sản phẩm thép,Nguyên vật liệu/Tài nguyên Cơ bản/Kim loại/Thép và sản phẩm thép,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,1757,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
22,GVR,HOSE,Tập đoàn Công nghiệp Cao su Việt Nam - Công ty Cổ phần,Tập đoàn CN Cao su VN,DN,CT,"Nhựa, cao su & sợi","Nguyên vật liệu/Hóa chất/Hóa chất/Nhựa, cao su & sợi",Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",1353,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
23,MSN,HOSE,Công ty Cổ phần Tập đoàn Masan,Tập đoàn Masan,DN,CT,Thực phẩm,Hàng Tiêu dùng/Thực phẩm và đồ uống/Sản xuất thực phẩm/Thực phẩm,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,True,False,True,False,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
24,VNM,HOSE,Công ty Cổ phần Sữa Việt Nam,VINAMILK,DN,CT,Thực phẩm,Hàng Tiêu dùng/Thực phẩm và đồ uống/Sản xuất thực phẩm/Thực phẩm,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,3577,True,False,True,False,True,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False
25,SAB,HOSE,Tổng Công ty Cổ phần Bia - Rượu - Nước Giải khát Sài Gòn,SABECO,DN,CT,Sản xuất bia,Hàng Tiêu dùng/Thực phẩm và đồ uống/Bia và đồ uống/Sản xuất bia,Hàng Tiêu dùng,Thực phẩm và đồ uống,Bia và đồ uống,Sản xuất bia,3533,True,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False
26,VJC,HOSE,Công ty Cổ phần Hàng không Vietjet,Vietjet Air,DN,CT,Dịch vụ hàng không,Dịch vụ Tiêu dùng/Du lịch và Giải trí/Du lịch & Giải trí/Hàng không,Dịch vụ Tiêu dùng,Du lịch và Giải trí,Du lịch & Giải trí,Hàng không,5751,True,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
27,MWG,HOSE,Công ty Cổ phần Đầu tư Thế Giới Di Động,Thế giới di động,DN,CT,Phân phối hàng chuyên dụng,Dịch vụ Tiêu dùng/Bán lẻ/Bán lẻ/Phân phối hàng chuyên dụng,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,5379,True,False,True,False,True,False,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False
28,PLX,HOSE,Tập đoàn Xăng dầu Việt Nam,Petrolimex,DN,CT,Sản xuất và Khai thác dầu khí,Dầu khí /Dầu khí/Sản xuất Dầu khí/Sản xuất và Khai thác dầu khí,Dầu khí ,Dầu khí,Sản xuất Dầu khí,Sản xuất và Khai thác dầu khí,533,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
29,FPT,HOSE,Công ty Cổ phần FPT,FPT Corp,DN,CT,Phần mềm,Công nghệ Thông tin/Công nghệ Thông tin/Phần mềm & Dịch vụ Máy tính/Phần mềm,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Phần mềm,9537,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False
30,MFS,UPCOM,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service,DN,CT,Viễn thông di động,Viễn thông/Viễn thông/Viễn thông di động/Viễn thông di động,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,6575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
31,ABC,UPCOM,Công ty Cổ phần Truyền thông VMG,Truyền thông VMG,DN,CT,Viễn thông di động,Viễn thông/Viễn thông/Viễn thông di động/Viễn thông di động,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,6575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
32,VGI,UPCOM,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel,DN,CT,Viễn thông di động,Viễn thông/Viễn thông/Viễn thông di động/Viễn thông di động,Viễn thông,Viễn thông,Viễn thông di động,Viễn thông di động,6575,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
33,FOX,UPCOM,Công ty Cổ phần Viễn thông FPT,FPT Telecom,DN,CT,Viễn thông cố định,Viễn thông/Viễn thông/Viễn thông cố định/Viễn thông cố định,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
34,PAI,UPCOM,"Công ty Cổ phần Công nghê thông tin, Viễn thông và Tự động hóa Dầu khí","CNTT, VT và Tự động hóa Dầu khí - PAIC",DN,CT,Viễn thông cố định,Viễn thông/Viễn thông/Viễn thông cố định/Viễn thông cố định,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
35,PIA,HNX,Công ty Cổ phần Tin học Viễn thông Petrolimex,Tin học Viễn thông Petrolimex,DN,CT,Viễn thông cố định,Viễn thông/Viễn thông/Viễn thông cố định/Viễn thông cố định,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
36,PTP,UPCOM,Công ty Cổ phần Dịch vụ Viễn Thông và In Bưu điện,Viễn Thông và In Bưu điện,DN,CT,Viễn thông cố định,Viễn thông/Viễn thông/Viễn thông cố định/Viễn thông cố định,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
37,TTN,UPCOM,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công nghệ và Truyền thông VN,DN,CT,Viễn thông cố định,Viễn thông/Viễn thông/Viễn thông cố định/Viễn thông cố định,Viễn thông,Viễn thông,Viễn thông cố định,Viễn thông cố định,6535,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,FUCTVGF3,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,Quỹ Đầu tư Tăng trưởng Thiên Việt 3,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,FUEIP100,HOSE,Quỹ ETF IPAAM VN100,ETF IPAAM VN100,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
40,FUEKIV30,HOSE,Quỹ ETF KIM GROWTH VN30,KIM GROWTH VN30 ETF,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
41,FUCTVGF4,HOSE,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,Quỹ Đầu tư Tăng trưởng Thiên Việt 4,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
42,FUEDCMID,HOSE,Quỹ ETF DCVFMVNMIDCAP,Quỹ ETF DCVFMVNMIDCAP,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
43,FUEKIVFS,HOSE,Quỹ ETF KIM GROWTH VNFINSELECT,KIM GROWTH VNFINSELECT ETF,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,FUEMAVND,HOSE,Quỹ ETF MAFM VNDIAMOND,Quỹ ETF MAFM VNDIAMOND,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
45,FUEFCV50,HOSE,Quỹ ETF FPT CAPITAL VNX50,Quỹ ETF FPT CAPITAL VNX50,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
46,FUEBFVND,HOSE,Quỹ ETF BVFVN DIAMOND,ETF BVFVN DIAMOND,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
47,FUESSV50,HOSE,Quỹ ETF SSIAM VNX50,Quỹ ETF SSIAM VNX50,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
48,E1VFVN30,HOSE,Quỹ ETF DCVFMVN30,Quỹ ETF DCVFMVN30,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,FUESSVFL,HOSE,Quỹ ETF SSIAM VNFIN LEAD,Quỹ ETF SSIAM VNFIN LEAD,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
50,FUEMAV30,HOSE,Quỹ ETF MAFM VN30,Quỹ ETF MAFM VN30,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,FUESSV30,HOSE,Quỹ ETF SSIAM VN30,Quỹ ETF SSIAM VN30,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
52,FUEVFVND,HOSE,Quỹ ETF DCVFMVN DIAMOND,Quỹ ETF DCVFMVN DIAMOND,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
53,FUEVN100,HOSE,Quỹ ETF VINACAPITAL VN100,Quỹ ETF VINACAPITAL VN100,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
54,FUCVREIT,HOSE,Quỹ đầu tư Bất động sản Techcom Việt Nam,Quỹ đầu tư BĐS Techcom Việt Nam,OTHER,QU,Quỹ đầu tư,Tài chính/Dịch vụ tài chính/Quỹ đầu tư/Quỹ đầu tư,Tài chính,Dịch vụ tài chính,Quỹ đầu tư,Quỹ đầu tư,8985,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
55,ABW,UPCOM,Công ty Cổ phần Chứng khoán An Bình,Chứng khoán An Bình,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
56,AGR,HOSE,Công ty Cổ phần Chứng khoán AGRIBANK,Agriseco,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
57,APG,HOSE,Công ty Cổ phần Chứng khoán APG,Chứng khoán APG,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
58,APS,HNX,Công ty Cổ phần Chứng khoán Châu Á - Thái Bình Dương,CK Châu Á - TBD,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
59,BCG,HOSE,Công ty Cổ phần Tập đoàn Bamboo Capital,Bamboo Capital,DN,CT,Tài chính đặc biệt,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Tài chính đặc biệt,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,8775,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
60,BMS,UPCOM,Công ty Cổ phần Chứng khoán Bảo Minh,Chứng khoán Bảo Minh,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
61,BSI,HOSE,Công ty Cổ phần Chứng khoán BIDV,Chứng khoán BIDV,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
62,BVS,HNX,Công ty Cổ phần Chứng khoán Bảo Việt,Chứng khoán Bảo Việt,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
63,TIN,UPCOM,Công ty Tài chính Cổ phần Tín Việt,Tài chính Cổ phần Tín Việt,DN,NH,Quản lý tài sản,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Quản lý tài sản,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Quản lý tài sản,8771,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
64,CTS,HOSE,Công ty Cổ phần Chứng khoán Ngân hàng Công thương Việt Nam,Chứng khoán Vietinbank,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
65,DSC,UPCOM,Công ty Cổ phần Chứng khoán DSC,Chứng khoán DSC,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,EVF,HOSE,Công ty Tài chính Cổ phần Điện Lực,Tài chính Điện lực,DN,NH,Tài chính cá nhân,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Tài chính cá nhân,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính cá nhân,8773,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
67,FIT,HOSE,Công ty Cổ phần Tập đoàn F.I.T,Tập đoàn F.I.T,DN,CT,Tài chính đặc biệt,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Tài chính đặc biệt,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Tài chính đặc biệt,8775,False,False,False,True,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
68,ART,UPCOM,Công ty Cổ phần Chứng khoán BOS,Chứng khoán BOS,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
69,FTS,HOSE,Công ty Cổ phần Chứng khoán FPT,Chứng khoán FPT,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False
70,AAS,UPCOM,Công ty Cổ phần Chứng khoán SmartInvest,Chứng khoán SmartInvest,DN,CK,Môi giới chứng khoán,Tài chính/Dịch vụ tài chính/Dịch vụ tài chính/Môi giới chứng khoán,Tài chính,Dịch vụ tài chính,Dịch vụ tài chính,Môi giới chứng khoán,8777,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
